Eb,Ek = 60 eV,Eb,210,Eb,410,Eb,610,Eb,910
292.699999999999,5614.4,291.699999999999,47314.125,291.699999999999,68963.6956521739,291.700000000006,509.737706128148,291.700000000006,249.734393757503
292.649999999999,6044.2,291.649999999999,47029.375,291.649999999999,69055.2173913044,291.650000000006,491.39184039189,291.650000000006,251.211764705882
292.599999999998,6756.85,291.599999999998,43598.625,291.599999999998,68353.0434782609,291.600000000006,485.299550265859,291.600000000006,265.2712484994
292.549999999998,7662.55,291.549999999998,41209.125,291.549999999998,67761.7391304348,291.550000000006,469.209832741619,291.550000000006,262.610024009604
292.499999999999,8388.95,291.499999999999,40407.375,291.499999999999,67090.6956521739,291.500000000006,458.425858260321,291.500000000006,264.077611044418
292.449999999998,9026.85,291.449999999999,38886.625,291.449999999999,66788.6086956522,291.450000000006,454.769104277539,291.450000000006,261.054381752701
292.399999999998,8944.75,291.399999999998,38396.5,291.399999999998,66123.652173913,291.400000000006,400.518054151854,291.400000000006,252.669567827131
292.349999999998,8981.75,291.349999999998,36693.75,291.349999999998,67749.1739130435,291.350000000006,403.298567085932,291.350000000006,238.815546218487
292.299999999998,9514.4,291.299999999998,37017.375,291.299999999998,66917.4347826087,291.300000000006,408.652606879589,291.300000000006,238.385054021609
292.249999999999,9930.05,291.249999999999,37200.25,291.249999999999,67817.9130434783,291.250000000006,436.202453395151,291.250000000006,241.780072028811
292.199999999998,10779.7,291.199999999999,39203.625,291.199999999999,68086.5217391304,291.200000000006,432.055832369393,291.200000000006,252.062965186074
292.149999999998,11819.2,291.149999999998,40938.875,291.149999999998,68931.9565217391,291.150000000006,449.359868197349,291.150000000006,257.150600240096
292.099999999998,11927.05,291.099999999998,43414,291.099999999998,70418.6086956522,291.100000000006,464.40085627747,291.100000000006,254.655702280912
292.049999999998,12094.65,291.049999999998,47653.125,291.049999999998,72344.2173913044,291.050000000006,492.675154053772,291.050000000006,276.0531212485
291.999999999998,12859.15,290.999999999998,51847.5,290.999999999998,73832.8695652174,291.000000000006,538.322483016195,291.000000000006,286.63931572629
291.949999999998,13398.15,290.949999999998,55669.125,290.949999999998,75475.1304347826,290.950000000006,571.53684843716,290.950000000006,296.247118847539
291.899999999998,13312,290.899999999998,61266.5,290.899999999998,76696.6086956522,290.900000000006,576.897787766634,290.900000000006,300.248739495798
291.849999999998,13500,290.849999999998,64528.5,290.849999999998,78730.7826086956,290.850000000006,653.227352505342,290.850000000006,311.451320528211
291.799999999998,13323.85,290.799999999998,69044.625,290.799999999998,79311.0869565217,290.800000000006,693.858718929119,290.800000000006,329.796158463385
291.749999999998,13133.9,290.749999999998,75151.375,290.749999999998,81509.9130434783,290.750000000007,702.883311777192,290.750000000007,368.775270108043
291.699999999998,12626.85,290.699999999998,79578.125,290.699999999998,83678.6086956522,290.700000000007,770.388370206507,290.700000000007,361.349279711885
291.649999999998,12273.95,290.649999999998,81983.5,290.649999999998,84641.6086956522,290.650000000007,814.269417999888,290.650000000007,390.17268907563
291.599999999998,11715.75,290.599999999998,88068.25,290.599999999998,85466.4347826087,290.600000000007,843.309564251829,290.600000000007,418.663445378151
291.549999999998,11383.3,290.549999999998,94382.125,290.549999999998,87418.7826086956,290.550000000007,899.754666767183,290.550000000007,430.717226890756
291.499999999998,11129.8,290.499999999998,98320.25,290.499999999998,88889.7826086956,290.500000000007,941.234676096399,290.500000000007,432.077190876351
291.449999999998,10585.1,290.449999999998,101288.375,290.449999999998,90159.7391304348,290.450000000007,962.968213918592,290.450000000007,451.635234093638
291.399999999998,10291.75,290.399999999998,104203.5,290.399999999998,89508.2608695652,290.400000000007,973.117431104766,290.400000000007,451.185174069628
291.349999999998,10373.2,290.349999999998,105916.625,290.349999999998,91055.6086956522,290.350000000007,986.971699024437,290.350000000007,446.508463385354
291.299999999998,10146.8,290.299999999998,105790.25,290.299999999998,90567,290.300000000007,965.093270950096,290.300000000007,449.06206482593
291.249999999998,10144.65,290.249999999998,106018.875,290.249999999998,89954.8695652174,290.250000000007,1007.32532968332,290.250000000007,465.909963985594
291.199999999998,10679.95,290.199999999998,103865.625,290.199999999998,88634.9130434783,290.200000000007,1037.58669377479,290.200000000007,470.351860744298
291.149999999998,11171.65,290.149999999998,100299.625,290.149999999998,87892.9130434783,290.150000000007,958.235132348426,290.150000000007,463.679231692677
291.099999999998,11682.9,290.099999999998,96947.125,290.099999999998,86481.7826086957,290.100000000007,966.756059081889,290.100000000007,452.682112845138
291.049999999998,12458.45,290.049999999998,91201.875,290.049999999998,83881.7391304348,290.050000000007,936.439498703883,290.050000000007,458.894897959184
290.999999999998,13477.15,289.999999999998,85090.75,289.999999999998,81274.6086956522,290.000000000007,895.621844813058,290.000000000007,437.008283313325
290.949999999998,14706.6,289.949999999998,78179.625,289.949999999998,79198.3043478261,289.950000000007,807.728658045781,289.950000000007,431.010744297719
290.899999999998,15532.25,289.899999999998,71153.25,289.899999999998,77352.4782608696,289.900000000007,758.804049570487,289.900000000007,406.413985594238
290.849999999998,16940.9,289.849999999998,63879.375,289.849999999998,74829.2608695652,289.850000000007,712.708250779987,289.850000000007,375.379411764706
290.799999999998,17980.9,289.799999999998,57396.25,289.799999999998,72836.6086956522,289.800000000007,670.655579977997,289.800000000007,372.405102040816
290.749999999998,19698.45,289.749999999998,51697.125,289.749999999998,70408.4782608696,289.750000000007,591.366114373981,289.750000000007,363.452821128451
290.699999999998,20909.45,289.699999999998,45292.875,289.699999999998,68277.347826087,289.700000000007,548.361307629303,289.700000000007,351.193577430972
290.649999999998,22224.5,289.649999999998,39827.625,289.649999999998,66822.4782608696,289.650000000008,509.510021446201,289.650000000008,331.019147659064
290.599999999998,23161.9,289.599999999998,34642.875,289.599999999998,65465,289.600000000008,463.007150042523,289.600000000008,296.364525810324
290.549999999998,23957.65,289.549999999998,30166.5,289.549999999998,63310.8695652174,289.550000000008,403.947123452689,289.550000000008,269.546818727491
290.499999999998,25906.2,289.499999999998,26866,289.499999999998,61645.347826087,289.500000000008,364.033308753835,289.500000000008,246.906842737095
290.449999999998,26965.9,289.449999999998,23334.625,289.449999999998,60604.0869565218,289.450000000008,320.787018255578,289.450000000008,232.475570228091
290.399999999998,27588.75,289.399999999998,20032,289.399999999998,58936.4347826087,289.400000000008,274.08406031322,289.400000000008,222.584033613445
290.349999999998,28492.65,289.349999999998,18165.25,289.349999999998,59730.3043478261,289.350000000008,234.673911728975,289.350000000008,202.028031212485
290.299999999998,28915.6,289.299999999998,16079.125,289.299999999998,59105.0434782609,289.300000000008,213.954605671817,289.300000000008,191.392917166867
290.249999999998,28586.85,289.249999999998,14792.75,289.249999999998,58457.347826087,289.250000000008,188.557414331025,289.250000000008,168.586614645858
290.199999999998,28567.9,289.199999999998,13835.125,289.199999999998,58080.0869565217,289.200000000008,174.24777704746,289.200000000008,153.636794717887
290.149999999998,27909.6,289.149999999998,11970.75,289.149999999998,56490.347826087,289.150000000008,167.769112915702,289.150000000008,144.019207683073
290.099999999998,26962.8,289.099999999998,11340.875,289.099999999998,56672.3913043478,289.100000000008,149.098968996065,289.100000000008,124.969927971188
290.049999999998,25416.3,289.049999999998,10774.75,289.049999999998,56257.9130434783,289.050000000008,132.609078394464,289.050000000008,125.576530612245
289.999999999998,23969.55,288.999999999998,10564.625,288.999999999998,56138.652173913,289.000000000008,125.902729580759,289.000000000008,120.077971188475
289.949999999998,22289.15,288.949999999998,9767.375,288.949999999998,56160.7391304348,288.950000000008,130.808299546339,288.950000000008,113.209663865546
289.899999999998,20668.75,288.899999999998,9657.625,288.899999999998,56251.1304347826,288.900000000008,128.110581042061,288.900000000008,102.476710684274
289.849999999998,18036.35,288.849999999998,9555.25,288.849999999998,55832.0434782609,288.850000000008,113.352473930419,288.850000000008,98.0837334933974
289.799999999998,16612.6,288.799999999998,9149.875,288.799999999998,55831.2173913043,288.800000000008,112.524529632431,288.800000000008,98.8957983193277
289.749999999998,14757,288.749999999998,9170.625,288.749999999998,55837.3043478261,288.750000000008,108.253716961974,288.750000000008,100.77430972389
289.699999999998,12602.7,288.699999999998,9083.625,288.699999999998,56460.7826086957,288.700000000009,109.964801844483,288.700000000009,95.8334333733493
289.649999999998,11331.2,288.649999999998,8822,288.649999999998,55722.652173913,288.650000000009,109.281747798643,288.650000000009,90.6773109243698
289.599999999998,9824.8,288.599999999998,9107.125,288.599999999998,55521.2608695652,288.600000000008,97.5456373746583,288.600000000008,89.9924369747899
289.549999999998,8648.05,288.549999999998,8896.125,288.549999999998,54933.0434782609,288.550000000009,106.197655288636,288.550000000009,89.1314525810324
289.499999999998,7694.9,288.499999999998,8973.375,288.499999999998,55534.6956521739,288.500000000009,95.6551645609183,288.500000000009,89.9826530612245
289.449999999998,6669.05,288.449999999998,9580,288.449999999998,54890.5652173913,288.450000000009,102.030335655428,288.450000000009,84.5330132052821
289.399999999998,5867,288.399999999998,8362.625,288.399999999998,56079.2608695652,288.400000000009,109.081661259962,288.400000000009,88.8379351740696
289.349999999998,4975.65,288.349999999998,8606.5,288.349999999998,55689.8260869565,288.350000000009,97.311053156895,288.350000000009,81.5587034813926
289.299999999998,4509.15,288.299999999998,8817.625,288.299999999998,55292.0434782609,288.300000000009,106.21145436027,288.300000000009,86.7246098439376
289.249999999998,4050.55,288.249999999998,8589.5,288.249999999998,56349.7826086957,288.250000000009,105.493902635346,288.250000000009,82.1163865546218
289.199999999998,3710.65,288.199999999998,8762.75,288.199999999998,55687.0434782609,288.200000000009,101.802650973482,288.200000000009,91.440456182473
289.149999999998,3426.65,288.149999999998,8715.75,288.149999999998,55761.1304347826,288.150000000009,80.9729523432586,288.150000000009,87.4584033613445
289.099999999998,3437.7,288.099999999998,8804.625,288.099999999998,55110.0434782609,288.100000000009,93.4335140279829,288.100000000009,96.146518607443
289.049999999998,3293.7,288.049999999998,9018.25,288.049999999998,54728.5217391304,288.050000000009,95.9104473861314,288.050000000009,86.3332533013206
288.999999999998,2992.2,287.999999999998,8563.5,287.999999999998,55989.4782608696,288.000000000009,96.7107935408534,288.000000000009,85.6483793517407
288.949999999998,2868.95,287.949999999998,8383,287.949999999998,55414,287.950000000009,100.850515030795,287.950000000009,75.5220288115246
288.899999999998,2778.15,287.899999999998,8745.75,287.899999999998,55086,287.900000000009,104.928140698388,287.900000000009,78.9953181272509
288.849999999998,2796.1,287.849999999998,9132,287.849999999998,55953.8260869565,287.850000000009,103.444740497825,287.850000000009,82.5077430972389
288.799999999998,2786,287.799999999998,8961.875,287.799999999998,55567.1739130435,287.800000000009,102.202824050843,287.800000000009,83.955762304922
288.749999999998,2536.3,287.749999999998,8682.5,287.749999999998,55573.4782608696,287.750000000009,94.0544722514742,287.750000000009,86.4213085234094
288.699999999998,2690.45,287.699999999998,8574,287.699999999998,55258.2173913043,287.700000000009,98.2700886353981,287.700000000009,77.9288715486195
288.649999999998,2644.3,287.649999999998,8549.375,287.649999999998,55999.5652173913,287.650000000009,103.637927500689,287.650000000009,73.5945978391356
288.599999999998,2675.05,287.599999999998,8367.375,287.599999999998,55657.652173913,287.60000000001,100.602131741399,287.60000000001,75.7764105642257
288.549999999998,2672.8,287.549999999998,8483.125,287.549999999998,55286.9130434783,287.55000000001,103.769018681204,287.55000000001,69.9647659063625
288.499999999998,2571.85,287.499999999998,8370.5,287.499999999998,54848,287.500000000009,99.2360236497178,287.500000000009,74.015306122449
288.449999999998,2588.8,287.449999999998,8265.875,287.449999999998,54798.7391304348,287.45000000001,96.7797888990191,287.45000000001,68.2036614645858
288.399999999998,2752.1,287.399999999998,8575.375,287.399999999998,55498.7391304348,287.40000000001,105.190323059417,287.40000000001,72.5966386554622
288.349999999998,2558.1,287.349999999998,8864.125,287.349999999998,56442.2173913043,287.35000000001,91.9018170767045,287.35000000001,69.2994597839136
288.299999999998,2675.35,287.299999999998,8558.625,287.299999999998,55324.8260869565,287.30000000001,96.2278260336936,287.30000000001,70.0332533013205
288.249999999998,2548.4,287.249999999998,8258.375,287.249999999998,55819.652173913,287.25000000001,91.3912514262784,287.25000000001,70.9725090036014
288.199999999997,2644.7,287.199999999997,8601.75,287.199999999997,56426.652173913,287.20000000001,93.4818107786989,287.20000000001,85.2863745498199
288.149999999997,2603.45,287.149999999997,8472.875,287.149999999997,55602.9130434783,287.15000000001,97.2075601196464,287.15000000001,88.3683073229292
288.099999999998,2730.55,287.099999999998,8721.125,287.099999999998,55495.2173913043,287.10000000001,96.0139404233799,287.10000000001,84.6406362545018
288.049999999998,2721.35,287.049999999997,8713.125,287.049999999997,56053.1304347826,287.05000000001,92.8953502342906,287.05000000001,85.7070828331332
287.999999999997,2669.65,286.999999999997,8525.625,286.999999999997,55206.2608695652,287.00000000001,92.4192822629473,287.00000000001,79.31818727491
287.949999999997,2492.6,286.949999999997,8887.375,286.949999999997,55406.6956521739,286.95000000001,96.8073870422854,286.95000000001,79.8269507803121
287.899999999997,2672.25,286.899999999997,8592.25,286.899999999997,55277.2608695652,286.90000000001,114.028628440443,286.90000000001,81.4217286914766
287.849999999998,2520.3,286.849999999997,8469.875,286.849999999997,55553.347826087,286.85000000001,99.1325306124693,286.85000000001,76.2851740696278
287.799999999998,2661.3,286.799999999997,8511.125,286.799999999997,55645.0434782609,286.80000000001,99.0842338617533,286.80000000001,74.6414765906363
287.749999999997,2373.25,286.749999999997,8515.625,286.749999999997,55281.5217391304,286.75000000001,108.28131510524,286.75000000001,76.0014405762305
287.699999999997,2570.75,286.699999999997,9113.375,286.699999999997,55760.7391304348,286.70000000001,93.9164815351428,286.70000000001,82.9871548619448
287.649999999997,2604.2,286.649999999997,8642.25,286.649999999997,55797.4782608696,286.65000000001,89.1351032142602,286.65000000001,75.2872148859544
287.599999999997,2591.2,286.599999999997,8299.75,286.599999999997,56520.2173913043,286.60000000001,94.3856499706695,286.60000000001,69.4266506602641
287.549999999997,2493.9,286.549999999997,8392.5,286.549999999997,55942.652173913,286.55000000001,100.063967947706,286.55000000001,65.4445978391356
287.499999999997,2577.2,286.499999999997,8998.125,286.499999999997,55236.3043478261,286.50000000001,90.6185034148226,286.50000000001,73.3793517406963
287.449999999997,2598.55,286.449999999997,8890.625,286.449999999997,56677,286.45000000001,106.018267357406,286.45000000001,80.4531212484994
287.399999999997,2567.35,286.399999999997,8605.625,286.399999999997,56351.9130434783,286.400000000011,106.107961323021,286.400000000011,76.79393757503
287.349999999997,2507.2,286.349999999997,8630.25,286.349999999997,56107.9565217391,286.350000000011,91.6327351798583,286.350000000011,87.0083433373349
287.299999999997,2542.8,286.299999999997,8260.375,286.299999999997,56097.8695652174,286.300000000011,91.5775388933258,286.300000000011,86.6854741896759
287.249999999997,2498.1,286.249999999997,8677.25,286.249999999997,55768.4782608696,286.250000000011,109.164455689761,286.250000000011,82.2631452581032
287.199999999997,2578.55,286.199999999997,8933.375,286.199999999997,55306.3913043478,286.200000000011,95.8966483144982,286.200000000011,78.8289915966386
287.149999999997,2664.65,286.149999999997,8670.25,286.149999999997,55736.0869565217,286.150000000011,90.5495080566569,286.150000000011,77.2733493397359
287.099999999997,2524.1,286.099999999997,8674.75,286.099999999997,55243.4347826087,286.100000000011,103.920808469169,286.100000000011,85.3255102040816
287.049999999997,2588.55,286.049999999997,8659.5,286.049999999997,56289.347826087,286.050000000011,98.5529696038775,286.050000000011,72.8118847539016
286.999999999997,2429.9,285.999999999997,8256.5,285.999999999997,56029.8260869565,286.000000000011,91.9225156841543,286.000000000011,77.2733493397359
